Rank,Name,Publisher,Developer,Platform,Release_date,Genre,Sales_NA,Sales_PAL,Sales_JP,Sales_Other,Sales_Globe
12198,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,Banpresto,Banpresto,DS,2007,Role-Playing,,,0.08,,0.08
12199,Mirror's Edge Catalyst,Electronic Arts,EA DICE,PC,2016,Platform,0.01,0.06,,0.01,0.08
12200,NBA 10 The Inside,Sony Computer Entertainment,SCEA San Diego Studios,PSP,2009,Sports,0.07,,,0.01,0.08
12201,One Piece: Romance Dawn,Namco Bandai Games,Three Rings,3DS,2014,Misc,,,0.08,,0.08
12202,Prey the Stars,KOEI,Koei Canada,DS,2008,Action,0.07,,,0.01,0.08
12203,Kamen Rider: Super Climax Heroes,Namco Bandai Games,Eighting,Wii,2012,Fighting,,,0.08,,0.08
12204,Fatal Frame III: The Tormented,Tecmo,Tecmo,PS2,2005,Action,0.04,0.03,,0.01,0.08
12205,The Sexy Brutale,Badland Games,Tequila Works,PS4,2017,Adventure,0.05,0.02,,0.01,0.08
12206,Zero: Tsukihami no Kamen,Unknown,Grasshopper Manufacture,Wii,N/A,Action,,,0.08,,0.08
12207,Tokyo Twilight Ghost Hunters,Aksys Games,Toybox Games,PSV,2015,Visual Novel,0.04,0.01,0.02,0.01,0.08
12208,Legend of Kay Anniversary,Nordic Games,Neon Studios,PS4,2015,Action,0.03,0.03,,0.01,0.08
12209,Ninjabread Man,Conspiracy Entertainment,Data Design Interactive,Wii,2007,Action,0.07,0.0,,0.01,0.08
12210,Seven Samurai 20XX,Sammy Corporation,Dimps Corporation,PS2,2004,Action,0.04,0.03,,0.01,0.08
12211,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",D3 Publisher,Bisty,DS,2008,Misc,,,0.08,,0.08
12212,Jikkyou Powerful Pro Yakyuu 15,Konami,PawaPuro Production,Wii,2008,Sports,,,0.08,,0.08
12213,SafeCracker: The Ultimate Puzzle Adventure,The Adventure Company,Kheops Studio,Wii,2008,Puzzle,0.07,0.01,,0.01,0.08
12214,Puella Magi Madoka Magica: The Battle Pentagram,Namco Bandai Games,ArtDink,PSV,2013,Action,,,0.08,,0.08
12215,Kobitodzukan: Kobito no Fushigi - Jikken Set,Nippon Columbia,Racjin,3DS,2013,Simulation,,,0.08,,0.08
12216,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,Ubisoft,GC,2004,Action,0.06,0.02,,0.0,0.08
12217,Slayers Royal,Kadokawa Shoten,ESP Software,PS,1998,Role-Playing,,,0.08,0.01,0.08
12218,Swingerz Golf,Eidos Interactive,Telenet,GC,2002,Sports,0.06,0.02,,0.0,0.08
12219,Pro Evolution Soccer 2008 (JP sales),Konami,Konami,DS,2008,Sports,,,0.08,,0.08
12220,Pony Friends 2,Square Enix,Tantalus Interactive,Wii,2010,Simulation,0.03,0.04,,0.01,0.08
12221,Wildlife Park 3,bitComposer Games,B.Alive,PC,2011,Simulation,,0.07,,0.01,0.08
12222,Diva Girls: Divas on Ice,505 Games,505 Games,Wii,2009,Sports,0.07,0.0,,0.01,0.08
12223,Man vs. Wild,Crave Entertainment,Scientifically Proven,PS3,2011,Adventure,0.07,,,0.01,0.08
12224,The King of Fighters 2006,SNK Playmore,SNK Playmore Corporation,PS2,2006,Fighting,0.01,0.01,0.05,0.0,0.08
12225,My English Coach: Para Hispanoparlantes,Ubisoft,Ubisoft,DS,2009,Misc,0.07,,,0.01,0.08
12226,Nobunaga's Ambition: Rise to Power,KOEI,Koei,PS2,2008,Strategy,,,0.08,,0.08
12227,Cartoon Network: Punch Time Explosion XL,Crave Entertainment,Papaya Studios,Wii,2011,Fighting,0.07,0.01,,0.01,0.08
12228,FIFA Soccer 2003,EA Sports,EA Canada,GC,2002,Sports,0.06,0.02,,0.0,0.08
12229,Happy Feet Two,Warner Bros. Interactive,KMM Games,Wii,2011,Adventure,0.06,0.01,,0.01,0.08
12230,Qubed,Atari,Various,X360,2009,Puzzle,0.07,,,0.01,0.08
12231,Backyard NBA Basketball,Atari,Mistic Software,DS,2007,Sports,0.07,,,0.01,0.08
12232,Hasbro Family Fun Pack Conquest Edition,Ubisoft,Ubisoft,PS4,2016,Misc,0.07,,,0.02,0.08
12233,Loading Human,Maximum Games,Untold Games,PS4,2016,Adventure,0.05,0.02,,0.01,0.08
12234,Outlaw Golf,Simon & Schuster Interactive,Hypnotix,GC,2002,Sports,0.06,0.02,,0.0,0.08
12235,Samurai Shodown Sen,Xseed Games,K2 LLC,X360,2010,Fighting,0.07,0.01,,0.01,0.08
12236,Bakugan: Rise of the Resistance,Activision,Activision,DS,2011,Strategy,0.05,0.02,,0.01,0.08
12237,Pop'n Music,Konami,Konami,Wii,2009,Misc,0.07,,0.0,0.01,0.08
12238,Steins;Gate: Darling of Loving Vows,5pb,Nitro+,X360,2011,Visual Novel,,,0.08,,0.08
12239,Major League Baseball 2K11,2K Sports,Visual Concepts,PC,2011,Sports,0.06,0.02,,0.01,0.08
12240,King's Field (Japan),From Software,From Software,PS,1994,Role-Playing,,,0.08,0.01,0.08
12241,Slam 'n Jam '96 featuring Magic & Kareem,Crystal Dynamics,Left Field Productions,PS,1996,Sports,0.04,0.03,,0.01,0.08
12242,SingStar Apres-Ski Party 2,Sony Computer Entertainment,SCEE London Studio,PS3,2010,Misc,,0.07,,0.01,0.08
12243,EyeCreate,Sony Computer Entertainment,London Studios,PS3,2007,Misc,,0.07,,0.01,0.08
12244,The Italian Job,Eidos Interactive,Climax Group,XB,2003,Racing,0.06,0.02,,0.0,0.08
12245,ToraDora Portable!,Namco Bandai,Silicon Studio,PSP,2009,Adventure,,,0.08,,0.08
12246,AKB1/149: Love Election,Namco Bandai Games,ArtDink,PS3,2013,Simulation,,,0.08,,0.08
12247,Smuggler's Run: Warzones,Rockstar Games,Rockstar San Diego,GC,2002,Misc,0.06,0.02,,0.0,0.08
12248,Princess in Love,THQ,Engine Software BV,DS,2009,Simulation,0.07,,,0.01,0.08
12249,Kaidan Restaurant: Ura Menu 100-Sen,Namco Bandai,Bandai Namco Games,DS,2010,Misc,,,0.08,,0.08
12250,R/C Stunt Copter,Titus,"Big Grub / Shiny Entertainment, Inc.",PS,1999,Simulation,0.04,0.03,,0.01,0.08
12251,Shining Resonance Refrain,Sega,Media.Vision,PS4,2018,Role-Playing,0.03,0.01,0.04,0.01,0.08
12252,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,Namco Bandai,Bandai Namco Games,DS,2007,Misc,,,0.08,,0.08
12253,Final Fantasy VI,SquareSoft,TOSE Software,PS,1999,Role-Playing,,,0.08,0.01,0.08
12254,GoldenEye 007,Activision,n-Space,DS,2010,Shooter,0.08,0.0,,,0.08
12255,Jikkyou Powerful Major League 2009,Konami,PawaPuro Production,PS2,2009,Sports,,,0.08,,0.08
12256,Super Monkey Ball Adventure,Sega,Traveller's Tales,PSP,2006,Platform,0.05,0.02,,0.01,0.08
12257,Space Channel 5 Special Edition,Agetec,United Game Artists,PS2,2003,Misc,0.04,0.03,,0.01,0.08
12258,The Legend of Alon D'ar,Ubisoft,Stormfront Studios,PS2,2001,Role-Playing,0.04,0.03,,0.01,0.08
12259,Super Robot Taisen OG Saga: Endless Frontier,Atlus,Monolith Soft,DS,2009,Role-Playing,0.07,,,0.01,0.08
12260,Black/Matrix,NEC Interchannel,Flight-Plan,SAT,1998,Strategy,,,0.08,0.0,0.08
12261,R.B.I. Baseball 2017,MLB.com,MLB.com,NS,2017,Sports,0.07,,,0.01,0.08
12262,Big Mutha Truckers,THQ,Eutechnyx,GC,2003,Racing,0.06,0.02,,0.0,0.08
12263,Micro Machines: World Series,Codemasters,Codemasters,XOne,2017,Racing,0.02,0.05,,0.01,0.08
12264,Edna & Harvey: Harvey's New Eyes,Rondomedia,Daedalic Entertainment,PC,2011,Adventure,,0.07,,0.01,0.08
12265,Root Letter,PQube,Kadokawa Games,PSV,2016,Adventure,,0.04,0.03,0.01,0.08
12266,Ice Age 2: The Meltdown,Vivendi Games,Eurocom Entertainment Software,Wii,2006,Platform,0.06,0.01,,0.01,0.08
12267,The King of Fighters '96,SNK,SNK Corporation,PS,1997,Fighting,,,0.07,0.01,0.08
12268,Captain Tsubasa: New Kick Off,Konami,Konami,DS,2010,Sports,,0.02,0.06,0.0,0.08
12269,Bust-A-Move 2 Arcade Edition,Acclaim Entertainment,Probe Entertainment Limited,N64,1998,Puzzle,0.06,0.02,,0.0,0.08
12270,Iggy's Reckin' Balls,Acclaim Entertainment,Iguana Entertainment,N64,1998,Racing,0.06,0.02,,0.0,0.08
12271,Knife Edge: NoseGunner,Kemco,Kemco,N64,1998,Shooter,0.06,0.02,,0.0,0.08
12272,NHL Breakaway 99,Acclaim Entertainment,Iguana Entertainment,N64,1998,Sports,0.07,0.01,,0.0,0.08
12273,Sega Ages: After Burner II,Sega,Sega,SAT,1996,Shooter,,,0.08,0.0,0.08
12274,Tony Hawk's Pro Skater 3,Activision,Edge of Reality,N64,2002,Sports,0.06,0.02,,0.0,0.08
12275,Wetrix,Ocean,Zed Two Limited,N64,1998,Puzzle,0.06,0.02,,0.0,0.08
12276,Knights Contract,Namco Bandai,Game Republic,X360,2011,Action,0.05,0.03,,0.01,0.08
12277,Little League World Series Baseball: Double Play,Activision,Now Production,Wii,2010,Sports,0.07,,,0.01,0.08
12278,Darksiders II: Deathinitive Edition,Nordic Games,Gunfire Games,XOne,2015,Action-Adventure,0.05,0.03,,0.01,0.08
12279,Dynasty Warriors 9,Tecmo Koei,Omega Force,XOne,2018,Action,0.06,0.01,,0.01,0.08
12280,Order Up!!,Ignition Entertainment,SuperVillain Studios,PS3,2012,Action,0.06,0.01,,0.01,0.08
12281,Samurai Western,Atlus,Acquire,PS2,2005,Action,0.04,0.03,,0.01,0.08
12282,Line Rider 2: Unbound,"Genius Products, Inc.",InXile Entertainment,DS,2008,Puzzle,0.07,0.0,,0.01,0.08
12283,Harry Potter and the Sorcerer's Stone,Electronic Arts,Warthog,GC,2003,Action,0.06,0.02,,0.0,0.08
12284,Looney Tunes: Acme Arsenal,Warner Bros. Interactive,Red Tribe,X360,2007,Action,0.06,0.01,,0.01,0.08
12285,High Heat Major League Baseball 2004,3DO,3DO,XB,2003,Sports,0.06,0.02,,0.0,0.08
12286,TimeSplitters: Future Perfect,Electronic Arts,Free Radical Design,GC,2005,Shooter,0.06,0.02,,0.0,0.08
12287,PAC-MAN and the Ghostly Adventures,Namco Bandai Games,Monkey Bar Games,X360,2013,Platform,0.04,0.03,,0.01,0.08
12288,Kenshuui Tendo Dokuta,Spike,Spike,DS,2004,Simulation,,,0.08,,0.08
12289,Pac-Man and the Ghostly Adventures 2,Namco Bandai Games,Monkey Bar Games,3DS,2014,Platform,0.03,0.05,,0.01,0.08
12290,Super Sentai Battle: Ranger Cross,Namco Bandai,Namco Bandai Games,Wii,2011,Action,,,0.08,,0.08
12291,Disney's Meet the Robinsons,Disney Interactive Studios,Avalanche Software,X360,2007,Action,0.07,0.0,,0.01,0.08
12292,Gradius III and IV,Konami,Konami Computer Entertainment Tokyo,PS2,2000,Shooter,0.04,0.03,,0.01,0.08
12293,Pilot ni Narou! 2,Victor Interactive,BELUGA Computer Inc.,PS2,2001,Simulation,,,0.08,,0.08
12294,Sherlock Holmes: Crimes & Punishments,Focus Home Interactive,Frogwares,XOne,2014,Adventure,0.03,0.04,,0.01,0.08
12295,Rapala Fishing Pro Series,GameMill,"Concrete Software, Inc.",PS4,2017,Simulation,0.06,,,0.02,0.08
12296,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,Acquire,ZeroDiv,PSP,2011,Strategy,,,0.08,,0.08
12297,Incredible Crisis,Titus,Polygon Magic,PS,2000,Action,0.04,0.03,,0.01,0.08
12298,Ultimate Card Games DS,Telegames,Unknown,DS,2008,Strategy,0.07,,,0.01,0.08
12299,Midway Arcade Treasures 3,Midway Games,Digital Eclipse,XB,2005,Misc,0.06,0.02,,0.0,0.08
12300,Jillian Michaels Fitness Ultimatum 2010,Majesco,Mistic Software,DS,2009,Sports,0.07,,,0.01,0.08
12301,Petz Fantasy: Sunshine Magic,Ubisoft,Ubisoft,DS,2010,Simulation,0.07,0.0,,0.01,0.08
12302,Samurai Shodown III,SNK,SNK Corporation,NG,1995,Fighting,,,0.08,0.0,0.08
12303,The King of Fighters EX2: Howling Blood,Atlus,Marvelous Interactive,GBA,2003,Fighting,0.06,0.02,,0.0,0.08
12304,Cabela's North American Adventures,Activision,Activision,PS2,2010,Sports,0.04,0.03,,0.01,0.08
12305,Akiba's Trip Plus,Acquire,Acquire,PSP,2012,Action-Adventure,,,0.08,,0.08
12306,The Sims 3: Fast Lane Stuff,Electronic Arts,EA Redwood Shores,PC,2010,Simulation,0.01,0.05,,0.01,0.08
12307,Minecraft: Story Mode - Season Two,Telltale Games,Telltale Games,X360,2017,Adventure,0.05,0.02,,0.01,0.08
12308,"Warhammer 40,000: Dawn of War II - Retribution",THQ,Relic Entertainment,PC,2011,Strategy,,0.06,,0.02,0.08
12309,IA/VT Colorful,Marvelous Entertainment,Marvelous,PSV,2015,Music,,,0.08,,0.08
12310,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,Nintendo,Bandai,GBA,2004,Strategy,,,0.08,0.0,0.08
12311,Warhammer: Battle For Atluma,Namco Bandai,JV Games,PSP,2006,Action,0.07,,,0.01,0.08
12312,Famicom Mini: Star Soldier,Nintendo,Hudson Soft,GBA,2004,Shooter,,,0.08,0.0,0.08
12313,Sentimental Graffiti 2,NEC Interchannel,NEC Interchannel,DC,2000,Adventure,,,0.08,,0.08
12314,Witches & Vampires: The Secrets of Ashburry,Conspiracy Entertainment,Smack Down Productions,DS,2010,Adventure,0.05,0.02,,0.01,0.08
12315,Shonen Jump's One Piece: Pirates Carnival,Namco Bandai,High Horse Entertainment,GC,2006,Misc,0.06,0.02,,0.0,0.08
12316,Goblin Commander: Unleash the Horde,Jaleco,Jaleco Entertainment,XB,2003,Strategy,0.06,0.02,,0.0,0.08
12317,Doraemon: Nobita and the Island of Miracles,FuRyu Corporation,FuRyu,3DS,2012,Adventure,,,0.08,,0.08
12318,From Russia With Love,Electronic Arts,Rebellion Developments,PSP,2006,Shooter,0.07,0.0,,0.01,0.08
12319,Sentimental Graffiti: First Window,NEC Interchannel,NEC Interchannel,SAT,1997,Adventure,,,0.08,0.0,0.08
12320,Cartoon Network Collection: Game Boy Advance Video Volume 2,Majesco,Majesco Games,GBA,2004,Misc,0.06,0.02,,0.0,0.08
12321,The First Templar,Kalypso,Haemimont Games,PC,2011,Adventure,0.06,0.01,,0.01,0.08
12322,Discovery Kids: Spider Quest,505 Games,505 Games,DS,2009,Misc,0.07,,,0.01,0.08
12323,Tempest 3X,Interplay,High Voltage Software,PS,1996,Shooter,0.04,0.03,,0.01,0.08
12324,"The $1,000,000 Pyramid",Ubisoft,Ubisoft,Wii,2011,Misc,0.07,,,0.01,0.08
12325,A-Train,Maxis,ArtDink,PS,1996,Strategy,0.02,0.01,0.04,0.01,0.08
12326,Hidden Invasion,Conspiracy Entertainment,Toka,PS2,2002,Shooter,0.04,0.03,,0.01,0.08
12327,Superman: Shadow of Apokolips,Atari,Infogrames,GC,2003,Action,0.06,0.02,,0.0,0.08
12328,Armored Core 3 Portable,From Software,From Software,PSP,2009,Simulation,,,0.08,,0.08
12329,Earth Defense Force 2017,D3 Publisher,Sandlot,X360,2007,Shooter,0.04,0.01,0.03,0.0,0.08
12330,Bleach: Erabareshi Tamashii,Sony Computer Entertainment,SCEI,PS2,2005,Adventure,,,0.08,,0.08
12331,Get Fit with Mel B,Unknown,Lightning Fish,X360,N/A,Sports,0.0,0.06,,0.01,0.08
12332,"3 in 1: Solitaire, Mahjong & Tangram",Deep Silver,Deep Silver,DS,2010,Misc,,0.07,,0.01,0.08
12333,Overcooked! 2,Sold Out,Ghost Town Games,XOne,2018,Simulation,0.07,0.0,,0.01,0.08
12334,Sengoku Musou 3: Moushouden,Tecmo Koei,Omega Force,Wii,2011,Action,,,0.08,,0.08
12335,Batman: Dark Tomorrow,Kemco,"HotGen, Ltd.",GC,2003,Action,0.06,0.02,,0.0,0.08
12336,Crush,Sega,Zoe Mode,PSP,2007,Puzzle,0.07,0.0,,0.01,0.08
12337,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Namco Bandai Games,Bandai Namco Games,WiiU,2015,Music,,,0.08,,0.08
12338,Winter Stars,Deep Silver,49Games,PS3,2011,Sports,0.01,0.05,,0.01,0.08
12339,Yuu Yuu Hakusho: Makyo Toitsusen,Sega,"Treasure Co., Ltd.",GEN,1994,Fighting,,,0.08,,0.08
12340,Worms: A Space Oddity,THQ,Team17 Software,Wii,2008,Strategy,0.06,0.02,,0.01,0.08
12341,Rock Revolution,Konami,Zoe Mode / HB Studios,Wii,2008,Misc,0.07,,,0.01,0.08
12342,Ogre Battle Series: Tactics Ogre,Atlus,Quest Corporation,PS,1998,Role-Playing,0.04,0.03,,0.01,0.08
12343,Mission Runway,THQ,Arts Software,DS,2009,Simulation,0.07,0.01,,0.01,0.08
12344,Battlestar Galactica,VU Games,Warthog,XB,2003,Simulation,0.06,0.02,,0.0,0.08
12345,Fireblade,Midway Games,Kuju Entertainment,XB,2002,Simulation,0.06,0.02,,0.0,0.08
12346,Drama Queens,Majesco,Sensory Sweep,DS,2009,Misc,0.07,0.0,,0.01,0.08
12347,Tomb Raider: Legend,Eidos Interactive,Crystal Dynamics,GC,2006,Action,0.06,0.02,,0.0,0.08
12348,Boxing Fever,Majesco,Digital Fiction,GBA,2001,Sports,0.06,0.02,,0.0,0.08
12349,RoadKill,Midway Games,Terminal Reality,XB,2003,Action,0.06,0.02,,0.0,0.08
12350,Diego's Build & Rescue,2K Play,2K Play,DS,2010,Action,0.07,0.0,,0.01,0.08
12351,Major League Baseball 2K12,Take-Two Interactive,"Visual Concepts, Ltd.",DS,2012,Sports,0.07,,,0.01,0.08
12352,7 Wonders of the Ancient World,Mumbo Jumbo,Hot Lava Games,PSP,2007,Puzzle,0.07,,,0.01,0.08
12353,Atelier Firis: The Alchemist and the Mysterious Journey,Tecmo Koei,Gust,PS4,2017,Role-Playing,0.02,,0.05,0.01,0.08
12354,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,Namco Bandai,Bandai Namco Games,PS2,2007,Action,,,0.08,,0.08
12355,ZhuZhu Babies,Activision,Black Lantern Studios,DS,2011,Simulation,0.06,0.01,,0.01,0.08
12356,Far Cry Vengeance,Ubisoft,Ubisoft Montreal,Wii,2006,Shooter,0.06,0.01,,0.01,0.08
12357,MLB Front Office Manager,2K Sports,Blue Castle Games,PS3,2009,Sports,0.07,,,0.01,0.08
12358,Wordfish,Ubisoft,Ubisoft,DS,2008,Puzzle,0.07,0.0,,0.01,0.08
12359,Indycar Series 2005,Codemasters,Unknown,XB,2004,Action,0.06,0.02,,0.0,0.08
12360,Final Fantasy XI: Vana'diel Collection 2008,Square Enix,Square Enix,PS2,2007,Role-Playing,0.03,0.03,0.01,0.01,0.08
12361,Medabots Dual: Kabuto / Kuwagata,Rocket Company,Jupiter Corporation,3DS,2013,Action,,,0.08,,0.08
12362,Worms: Open Warfare,THQ,Team17 Software,DS,2006,Strategy,0.05,0.02,,0.01,0.08
12363,Sniper: Ghost Warrior 2,City Interactive,City Interactive,PC,2013,Shooter,0.02,0.05,,0.01,0.08
12364,Taz Wanted,Atari,Blitz Games,GC,2002,Platform,0.06,0.02,,0.0,0.08
12365,World Series of Poker 2008: Battle for the Bracelets,Activision,Unknown,X360,2007,Action,0.06,0.01,,0.01,0.08
12366,Penny Racers Party: Turbo-Q Speedway,Takara Tomy,Takara Tomy,Wii,2008,Racing,0.07,,0.0,0.01,0.08
12367,The Sims 2: Ikea Home Stuff,Electronic Arts,Maxis,PC,2008,Simulation,,0.07,,0.01,0.08
12368,TrackMania DS,Atlus,Firebrand Games,DS,2009,Racing,0.06,0.01,,0.01,0.08
12369,Code Lyoko: Fall of X.A.N.A.,Game Factory,Game Factory,DS,2008,Adventure,0.07,,,0.01,0.08
12370,Gravel,Milestone S.r.l.,Milestone S.r.l.,PS4,2018,Racing,0.06,,,0.01,0.08
12371,Skydiving Extreme,Natsume,Banpresto,PS,2001,Sports,0.04,0.03,,0.01,0.08
12372,Evil Dead: Regeneration,THQ,Cranky Pants Games,XB,2005,Action,0.06,0.02,,0.0,0.08
12373,Medabots 8,Rocket Company,Unknown,3DS,2014,Misc,,,0.08,,0.08
12374,Battlefield 2,Electronic Arts,Digital Illusions CE,PC,2005,Shooter,,0.07,,0.01,0.08
12375,Super Robot Wars OG: The Moon Dwellers,Namco Bandai Games,Unknown,PS3,2016,Misc,,,0.08,,0.08
12376,Evolution Worlds,Ubisoft,Sting,GC,2002,Role-Playing,0.06,0.02,,0.0,0.08
12377,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,Disney Interactive Studios,Cattle Call,DS,2010,Misc,,,0.08,,0.08
12378,Zoo Tycoon (2013),Microsoft Studios,Frontier Developments,X360,2013,Simulation,0.02,0.06,,0.01,0.08
12379,New International Track & Field,Konami,Sumo Digital,DS,2008,Sports,0.07,0.0,0.0,0.01,0.08
12380,Pro Evolution Soccer 2013,Konami Digital Entertainment,Konami,PC,2012,Sports,,0.07,,0.01,0.08
12381,Rapala Pro Bass Fishing 2010,Activision,FUN Labs,PS2,2010,Sports,0.04,0.03,,0.01,0.08
12382,Dungeon Travelers 2: The Royal Library & the Monster Seal,Aqua Plus,Sting,PSP,2013,Role-Playing,,,0.08,,0.08
12383,MX vs ATV All Out,THQ Nordic,Rainbow Studios,XOne,2018,Racing,0.07,,,0.01,0.08
12384,Toy Soldiers: War Chest,Ubisoft,Signal Studios,XOne,2015,Action,0.07,,,0.01,0.08
12385,Sub Rebellion,Metro 3D,Irem Software Engineering,PS2,2002,Simulation,0.04,0.03,,0.01,0.08
12386,Grease Dance,505 Games,505 Games,PS3,2011,Misc,0.05,0.02,,0.01,0.08
12387,My Friends,O-Games,Oxygen Games,DS,2009,Misc,0.07,0.0,,0.01,0.08
12388,Future Card Buddyfight: Yuujou no Bakunetsu Fight!,FuRyu Corporation,FuRyu,3DS,2015,Strategy,,,0.08,,0.08
12389,Striker 96,Acclaim Entertainment,Rage Software,PS,1996,Sports,0.04,0.03,,0.01,0.08
12390,Bleach: Heat the Soul 4,Sony Computer Entertainment,Eighting,PSP,2007,Fighting,,,0.08,,0.08
12391,Pocket Dogs,O~3 Entertainment,Agatsuma Entertainment,GBA,2005,Misc,0.06,0.02,,0.0,0.08
12392,Tokimeki Memorial 4,Konami,Konami,PSP,2009,Adventure,,,0.08,,0.08
12393,Real Robots Final Attack,Banpresto,Banpresto,PS,1998,Shooter,,,0.07,0.01,0.08
12394,Soul Bubbles,Eidos Interactive,Mekensleep,DS,2008,Puzzle,0.05,0.02,,0.01,0.08
12395,P.N.03 - Product Number Three,Capcom,Capcom Production Studio 4,GC,2003,Shooter,0.06,0.02,,0.0,0.08
12396,Adventure Time: Explore the Dungeon Because I Don't Know!,D3Publisher,Way Forward,X360,2013,Action-Adventure,0.03,0.04,,0.01,0.08
12397,Ultimate Ghosts 'n Goblins,Capcom,Capcom,PSP,2006,Platform,0.07,0.0,,0.01,0.08
12398,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,Sony Computer Entertainment,Millennium Kitchen,PS3,2007,Adventure,,,0.08,,0.08
12399,Ape Escape: Pumped & Primed,Ubisoft,SCE Japan Studio,PS2,2004,Party,0.04,0.03,,0.01,0.08
12400,10 Minute Solution,Activision,Anchor Bay Entertainment,Wii,2010,Sports,0.06,0.01,,0.01,0.08
12401,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Bandai Namco Games,Bandai Namco Games,3DS,2016,Action,,,0.08,,0.08
12402,Monster Trucks DS,Majesco,Skyworks Technologies,DS,2005,Racing,0.07,0.0,,0.01,0.08
12403,FabStyle,Tecmo Koei,Tecmo Koei Games,DS,2011,Strategy,,,0.08,,0.08
12404,Outlaw Tennis,Global Star Software,Hypnotix,PS2,2005,Sports,0.04,0.03,,0.01,0.08
12405,Port Royale 3,Kalypso Media,Gaming Minds Studios,PS3,2012,Simulation,0.06,,,0.01,0.08
12406,Homefront: The Revolution,Deep Silver,Dambuster Studios,PC,2016,Shooter,0.04,0.03,,0.01,0.08
12407,12-Sai. Koisuru Diary,Happinet,Unknown,3DS,2016,Adventure,,,0.08,,0.08
12408,C.O.P.: The Recruit,Ubisoft,Ubisoft,DS,2009,Action,0.05,0.02,,0.01,0.08
12409,Tony Hawk's Pro Skater 5,Activision,Robomodo,X360,2015,Sports,0.07,,,0.01,0.08
12410,LEGO Soccer Mania,LEGO Media,Tiertex Design Studios,GBA,2002,Sports,0.06,0.02,,0.0,0.08
12411,Alien Syndrome,Sega,Totally Games,PSP,2007,Role-Playing,0.07,0.0,,0.01,0.08
12412,Gadget Racers,Conspiracy Entertainment,Barnhouse Effect,PS2,2001,Racing,0.04,0.03,,0.01,0.08
12413,Phantasy Star Online Episode III: C.A.R.D. Revolution,Sega,Sonic Team,GC,2004,Role-Playing,0.06,0.02,,0.0,0.08
12414,Jimmie Johnson's Anything With an Engine,Konami,Isopod Labs,PS3,2011,Racing,0.07,,,0.01,0.08
12415,BlazBlue: Cross Tag Battle,Arc System Works,Arc System Works,PS4,2018,Fighting,0.04,,0.03,0.01,0.08
12416,Tomb Raider: Underworld,Eidos Interactive,Crystal Dynamics,PC,2008,Adventure,,0.07,,0.01,0.08
12417,Bleach: Heat the Soul 7,Sony Computer Entertainment,Eighting,PSP,2010,Fighting,,,0.08,,0.08
12418,Dreamer Series: Shop Owner,DreamCatcher Interactive,ZigZag Island,DS,2009,Simulation,0.07,0.0,,0.01,0.08
12419,Nanashi no Game,Square Enix,Square Enix,DS,2008,Adventure,,,0.08,,0.08
12420,Dead Rising,Capcom,Capcom Production Studio 1,PS4,2016,Action,0.04,,0.02,0.01,0.08
12421,Moe Chronicle,Compile Heart,Compile Heart,PSV,2014,Role-Playing,,,0.08,,0.08
12422,Auto Destruct,Electronic Arts,Neurostone,PS,1998,Action,0.04,0.03,,0.01,0.08
12423,Samurai Warriors 2,KOEI,Omega Force,X360,2006,Action,0.07,0.01,,0.01,0.08
12424,Scooby-Doo! Who's Watching Who?,THQ,THQ,PSP,2006,Adventure,0.07,0.01,,0.01,0.08
12425,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,Namco Bandai Games,Bandai Namco Games,3DS,2012,Action,,,0.08,,0.08
12426,GOTHA: Ismailia Seneki,Sega,Micronet,SAT,1995,Strategy,,,0.08,0.0,0.08
12427,Storybook Workshop,Konami,Konami,Wii,2009,Misc,0.07,,,0.01,0.08
12428,Ultimate Fighting Championship: Throwdown,Crave Entertainment,Opus Studio,GC,2002,Fighting,0.06,0.02,,0.0,0.08
12429,BlazBlue: Chrono Phantasma Extend,Arc System Works,Arc System Works,XOne,2015,Fighting,0.06,0.01,,0.01,0.08
12430,Deep Fear,Sega,ISCO,SAT,1998,Adventure,,,0.08,,0.08
12431,Ford vs. Chevy,Global Star Software,2K Games,XB,2005,Racing,0.06,0.02,,0.0,0.08
12432,Skeleton Warriors,Playmates,Neversoft Entertainment,PS,1996,Platform,0.04,0.03,,0.01,0.08
